URL,Script Category,Leaf Breadcrumb,,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_0?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147440011%2Cn%3A679337011%2Cn%3A6127771011%2Cn%3A679378011%2Cp_6%3AA1LEM297LNF1FK%7CAG670YE9WDQRF%7CAH1YFAUS3NHX2%7CA3NWHXTQ4EBCZS%7CA1M4TXV1S38BBF%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=679378011&ie=UTF8&qid=1498031205&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Women : Shoes : Athletic : Water Shoes : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147440011%2Cn%3A679337011%2Cn%3A6127771011%2Cn%3A679348011%2Cp_6%3AATVPDKIKX0DER&bbn=679348011&ie=UTF8&qid=1498030927&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Women : Shoes : Athletic : Bowling : Amazon.com",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_6?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420512011%2Cp_6%3AA38MYE29B8LFRT%7CA7QKSDTF5TXF5%7CATVPDKIKX0DER&bbn=3420512011&ie=UTF8&qid=1498030825&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Baseball & Softball : 3 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_14?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420515011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420515011&ie=UTF8&qid=1498030663&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Basketball : 5 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420519011%2Cp_6%3AATVPDKIKX0DER&bbn=3420519011&ie=UTF8&qid=1498030279&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Bowling : Amazon.com",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_3?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420525011%2Cp_6%3AA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420525011&ie=UTF8&qid=1498029969&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Dance : 3 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420523011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CAG670YE9WDQRF%7CA3NWHXTQ4EBCZS%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420523011&ie=UTF8&qid=1498029692&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Fitness & Cross-Training : 8 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_3?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420530011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CATVPDKIKX0DER&bbn=3420530011&ie=UTF8&qid=1498029452&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Football : 3 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_2?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420534011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CATVPDKIKX0DER&bbn=3420534011&ie=UTF8&qid=1498029331&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Handball : 3 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420542011%2Cp_6%3AAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA1LEM297LNF1FK%7CA3NWHXTQ4EBCZS%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420542011&ie=UTF8&qid=1498029187&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Racquet Sports : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420552011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA1LEM297LNF1FK%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420552011&ie=UTF8&qid=1498028985&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Skateboarding : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_14?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420554011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA3NWHXTQ4EBCZS%7CATVPDKIKX0DER&bbn=3420554011&ie=UTF8&qid=1498028758&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Soccer : 5 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420555011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420555011&ie=UTF8&qid=1498028543&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Sport Sandals : 6 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_3?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420551011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA1LEM297LNF1FK%7CA3NWHXTQ4EBCZS%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420551011&ie=UTF8&qid=1498028182&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Trail Running : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_2?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420560011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA3NWHXTQ4EBCZS%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420560011&ie=UTF8&qid=1498028025&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Walking : 6 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_0?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147443011%2Cn%3A679182011%2Cn%3A6127768011%2Cn%3A3420561011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420561011&ie=UTF8&qid=1498027776&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Boys : Shoes : Athletic : Water Shoes : 5 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_11?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420787011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA1LEM297LNF1FK%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420787011&ie=UTF8&qid=1498027592&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Basketball : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420791011%2Cp_6%3AATVPDKIKX0DER&bbn=3420791011&ie=UTF8&qid=1498027404&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Bowling : Amazon.com",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_2?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420792011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420792011&ie=UTF8&qid=1498027291&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Cheerleading : 5 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_4?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420796011%2Cp_6%3AAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420796011&ie=UTF8&qid=1498027139&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Dance : 4 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_9?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420797011%2Cp_6%3AA1LEM297LNF1FK&bbn=3420797011&ie=UTF8&qid=1498026950,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Equestrian Sport Boots : ShoeMall",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420794011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA3NWHXTQ4EBCZS%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420794011&ie=UTF8&qid=1498026820&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Fitness & Cross-Training : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_1?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420813011%2Cp_6%3AAH1YFAUS3NHX2%7CAG670YE9WDQRF%7CA1LEM297LNF1FK%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420813011&ie=UTF8&qid=1498026552&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Racquet Sports : 6 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_0?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420823011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA3NWHXTQ4EBCZS%7CA7QKSDTF5TXF5%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420823011&ie=UTF8&qid=1498026361&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Skateboarding : 7 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_7?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420825011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA3NWHXTQ4EBCZS%7CATVPDKIKX0DER&bbn=3420825011&ie=UTF8&qid=1498026130&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Soccer : 4 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_A_p_6_2?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420784011%2Cp_6%3AA38MYE29B8LFRT%7CA7QKSDTF5TXF5%7CATVPDKIKX0DER&bbn=3420784011&ie=UTF8&qid=1498025926&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Softball & Baseball : 3 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_0?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420826011%2Cp_6%3AA38MYE29B8LFRT%7CAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420826011&ie=UTF8&qid=1498025785&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Sport Sandals : 5 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_nr_p_6_3?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420822011%2Cp_6%3AAH1YFAUS3NHX2%7CA1LEM297LNF1FK%7CA3NWHXTQ4EBCZS%7CA7ULJO7NAWM0L%7CATVPDKIKX0DER&bbn=3420822011&ie=UTF8&qid=1498025552&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Trail Running : 5 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_-2_p_6_3?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420831011%2Cp_6%3AAH1YFAUS3NHX2%7CA7ULJO7NAWM0L%7CA38MYE29B8LFRT%7CATVPDKIKX0DER&bbn=3420831011&ie=UTF8&qid=1498025412&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Walking : 4 sellers",,,,,,,
https://www.amazon.com/s/ref=sr_in_Z_p_6_2?fst=as%3Aoff&rh=n%3A7141123011%2Cn%3A7147442011%2Cn%3A679217011%2Cn%3A6127769011%2Cn%3A3420832011%2Cp_6%3AATVPDKIKX0DER%7CAH1YFAUS3NHX2%7CA7ULJO7NAWM0L%7CA1LEM297LNF1FK%7CA38MYE29B8LFRT&bbn=3420832011&ie=UTF8&qid=1498024913&rnid=2661622011,Other Sports Shoes,"Clothing, Shoes & Jewelry : Girls : Shoes : Athletic : Water Shoes : 5 sellers",,,,,,,
